"","X","B11","Na23","Mg25","Al27","P31","S34","K39","Ca43","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","As75","Se82","Rb85","Sr88","Mo98","Cd111"
"1","33-16",4.26089660912496,2.80657267950004,1261.97231687498,0.824159556250014,3349.00396399994,1136.07741737483,4562.9192836249,94.2920280850005,5.238511448625,21.4319090600004,0.00203229875000008,0.61642612725,3.24709269375013,22.1215220049903,0.014247995375,1.294820389,2.08129418125,0.23336593475,0.251911050249885,0.02544625725
"2","4226",4.51594433499996,3.21607911625004,1494.49791999998,0.873801962625014,3983.57802699993,1523.70452549983,4764.7260899999,80.4479686450005,9.24737474574999,20.7037279375004,0.00216729500000008,0.314897438375,4.39178900600013,29.5978743337403,0.0219410835,2.211847187875,1.469682584125,0.193323503875,0.342390260874885,0.028664329
"3","4722",3.91476647987128,3.11910506717545,1432.12945935775,1.45146869151114,3988.61461898374,1369.61054363609,4183.6846082126,98.3557229345056,11.464649799,21.3183866945698,0.0017713123641856,0.31430991075,1.4719544692405,29.0928989229979,0.0179747834973369,1.50539695925,2.22779793614499,0.201374127736154,0.301269552538958,0.0614598654129882
"4","A188",4.45401414587496,2.01191219537504,1477.81384862498,0.728069503125014,3854.25318549994,1223.71930796233,5354.3881821249,56.2019346700005,9.21118930887499,19.8897177337504,0.00190779337500008,0.23484735125,4.71519374875013,30.3841180349903,0.014188342875,1.604618868625,0.806271247999998,0.136467791625,0.334253172249886,0.015958768625
"5","A214N",5.03501602437128,2.58467433417545,1344.03215910775,0.618862750761139,3603.43477873374,1263.67984563609,4815.7587667126,44.2620544945056,6.14215654199999,17.1566790920698,0.0011488493641856,0.1184346395,2.3251716699905,21.9148648554979,0.0148766909973369,1.09759671675,2.55022903614499,0.0944667752361544,0.181877920288958,0.0189262514129882
"6","A239",3.97493098687863,3.19497788182462,1305.1083573922,0.712738348238888,3377.24815026613,1035.52166336357,3481.2806647872,53.9731775504955,6.91860612575001,21.900453275431,0.00206274188581456,0.124510677,1.99010723825977,25.9355463519828,0.0132283040026632,3.25284879425,1.588488800855,0.111813582763845,0.416830870210812,0.0269306563370117
"7","A554",4.97357184174995,4.09055485637504,1446.75588962498,0.797753574500014,3938.90022974994,1297.22452237483,4330.6971158749,55.5713719600005,5.86905241687501,32.4723788937504,0.00222606287500008,0.213944913,2.71492194437514,30.5769828587403,0.018807051375,2.061419775,0.904559863874999,0.128488736875,0.465742179499885,0.042921126
"8","A556",4.43741635962496,1.63665761862504,1225.04110099998,0.629788022125014,3086.01857687494,1040.76050099983,3923.3074172499,32.8596318600004,6.72596550175001,21.1389399550004,0.00116274162500008,0.128772615125,2.32461071037513,21.1598543999903,0.0116078725,0.968288869875,1.67236397025,0.0812169541249998,0.343593814749886,0.0541203238750001
"9","A619",4.45051477512496,2.79576332537504,1375.00710137498,0.590455094000014,2824.97880487494,1096.41048564983,3767.7661496249,57.3002204337505,6.570415541,26.0096233062504,0.00192358525000008,0.243010766375,2.11652382650014,27.9756876449903,0.0141621685,1.17304976925,1.32017779825,0.1333181695,0.267258343499885,0.028452528875
"10","A632",4.38039246112496,3.44898011587504,1449.21411037498,0.802872043375014,3672.69015512493,1263.77064174983,3837.7479343749,48.8799208337505,6.20669013199999,15.3775733225004,0.000922359750000079,0.164795415875,1.03230139600014,18.4279097412403,0.01474996125,1.827228107,1.16615434325,0.191042436125,0.208033248374885,0.015874346625
"11","A634",4.60110499724996,2.11842474725004,1529.92163199998,0.493850649625014,3693.86719824993,1272.77950662483,3860.1374882499,54.8473061950005,6.982587891125,20.2370322162504,0.000726720250000079,0.259021327625,1.90420377100013,22.2942044274903,0.01098681075,1.66880176325,1.58640661325,0.110914270875,0.283992725124886,0.02006516825
"12","A635",4.35068645187496,2.33374356062504,1485.10359987498,0.803290668625014,3562.05919562494,1256.13427224983,4308.5970294999,42.7341398125005,7.989795641,13.9755614975004,0.00150823500000008,0.2923533645,1.67198729837513,19.8387426974903,0.0130638985,1.23999832,1.177903019875,0.0939056778749997,0.194640528124885,0.0150380755
"13","A641",4.15842808762496,2.34573736537504,1461.19132712498,0.871150925375014,3658.90810962493,1082.52785587483,3957.37480924991,41.7643904300005,6.04882791987501,21.0534785687504,0.00149349875000008,0.191848067875,1.94039572275013,20.8045229674903,0.0166464365,1.787441490375,1.603914071,0.0866891739999997,0.262548281999886,0.01975056325
"14","A654",4.38713839962496,3.33185519725004,1251.79242562498,0.850788133250013,3710.44832887494,1212.67081474983,4322.1928799999,65.0386833212505,6.73221399574999,18.2971081212504,0.00336444987500008,0.244113046375,2.83775214512514,32.7728091324903,0.014494636125,1.481123922375,1.44241393175,0.14173678875,0.161324599249885,0.018687376875
"15","A659",3.87354411712128,2.45987544617545,1300.63073060775,0.93931832001114,3090.51583898374,1158.09731063609,4639.01523921261,77.2261032445056,9.17196161049998,18.8475989495698,0.0017904001141856,0.26666775475,1.3316067037405,20.4954911179978,0.0158139934973369,1.093865466,1.22742352364499,0.110083340986154,0.294929139038958,0.0176906989129883
"16","A661",3.71422978437496,2.68571365000004,1423.89100924998,0.830003228750013,3063.89125374994,1153.82993237483,3695.52829837491,51.6545302687505,4.456386516125,18.4337730925004,0.00145212075000008,0.489855828,2.68975546775014,20.5197242674903,0.0179356565,1.338471282375,1.754259878,0.109785555375,0.374684561624886,0.06746124825
"17","A679",4.83447216387128,2.60571446967545,1108.18237435775,0.71205561801114,3310.19443723374,1169.35847363609,4521.9200609626,71.7518806345056,4.63404633,17.7773324320698,0.00158442236418559,0.18004133375,1.6926564317405,19.5206290379978,0.0116775194973369,1.27135763975,0.875597540894995,0.146660551736154,0.447409588788958,0.0177000949129883
"18","A680",4.52304164412496,3.94712865450004,1135.66501739998,0.855728035250014,2891.32936024993,1072.58584231233,3605.7833714999,43.2900565025005,3.84924993149999,16.7238187025004,0.00104006862500008,0.234690210125,1.43427435037514,17.4969785562403,0.01497905225,1.250132370625,1.842854141875,0.134421001875,0.243378726874886,0.015719690375
"19","A682",4.71457835074995,1.84434351150004,1222.06249899998,0.532798870875014,3194.24023537493,927.477776049831,3608.2092678749,52.2528879700006,4.60289913712499,20.9824149262504,0.0108987318750001,0.2133924985,2.87439518337514,21.5812846412403,0.017255658625,1.431936401,1.162167517375,0.0988833053749997,0.297616838374885,0.06230436875
"20","B10",3.54324337187863,2.05502864482462,1415.5512378922,0.611747679738887,3465.13543776613,1353.82028286357,4557.8292627872,69.8632231029954,6.7684419785,15.422903602931,0.000714919385814563,0.41511379275,3.05869112825977,20.5699828869828,0.0144361510026632,1.81436584425,1.941584807105,0.153918044513845,0.0770724117108128,0.0220934553370117
"21","B103",4.91896735537128,3.48849090817545,1171.50133985775,0.80668504826114,3261.33508998374,1060.96096313609,4296.97767821261,41.1510649270055,4.376066329,20.7040545420698,0.0011870388641856,0.24735223525,1.5971386312405,24.5036257129978,0.0127881997473369,1.718962619,1.19767883789499,0.121592352236154,0.240148326788959,0.0117164486629882
"22","B104",3.53549529499996,2.89201145325004,1143.71126024998,0.632948713000014,2596.36043999993,986.20657809983,3212.86713424991,49.2627747625005,6.248157711,15.8160965537504,0.00101158312500008,0.326885389,1.31358532550013,16.3739362492403,0.01211575225,1.24359687775,1.42504889,0.1139464695,0.220649345749885,0.014051412125
"23","B105",4.20854416537128,2.93762657492545,1373.01714335775,0.79359132551114,3001.48119973374,1175.03412338609,3551.21922446261,89.4017340520055,6.8467915665,18.8616749445698,0.00119781261418559,0.22545149125,0.792972213490505,23.4960053129978,0.0129906887473369,1.17488992375,1.539753964895,0.228935767236154,0.326266793538958,0.0121326001629882
"24","B109",4.39690647062128,3.30060094042545,1164.18240810775,0.721850787511141,3177.86542073374,1380.59965863609,4472.68880371261,40.0166383470056,4.0234327655,20.7571940470698,0.00130283836418559,0.30941945225,1.2741576722405,22.1036660729979,0.00974756674733688,1.3850862955,1.19189854964499,0.0920919084861545,0.229145801538958,0.0167538041629882
"25","B115",3.81778471149996,2.04063139650004,1533.40274712498,0.679773912375014,3883.98674324994,1173.07875187483,3744.0500936249,45.8762481025006,4.69241116412499,15.9912937275004,0.00149091975000008,0.15634346675,1.25136897862513,23.9489992349903,0.015796080125,2.971853324,2.00258512537499,0.134495572875,0.248331764874885,0.026054519875
"26","B14A",3.86097224662128,2.83490194942545,1378.15009960775,0.85116850001114,3709.76006198374,1398.62788888609,4124.8400929626,43.2754025420056,6.49793487000001,18.4823586445698,0.00162533086418559,0.2611092295,1.6685270872405,18.3292999704979,0.0201747142473369,1.32650424525,1.237230326645,0.0820389832361545,0.151310114288958,0.0351641714129883
"27","B164",4.26662187137496,3.39428680337504,1232.30340162498,0.991695782750014,3376.60675862494,997.148862499831,3422.3554413749,54.0458414925005,6.473013961625,18.6809681500004,0.00113768400000008,0.237675303625,1.29249417412514,20.5029876037403,0.073857645875,2.234550573375,1.542017929625,0.119413002,0.368917631374885,0.017136771125
"28","B2",4.29911319612128,3.15403862692545,1365.87038440775,1.48230742626114,3738.64405248374,1072.56499513609,4025.1341964626,77.0825085170056,8.1727707035,31.2589658895699,0.0013602726141856,0.0878775009999999,3.7308298807405,29.9520688229978,0.00940156549733688,1.27698266575,0.972840748894996,0.187485647736154,0.173768077288958,0.0124239691629883
"29","B37",4.97922375362496,1.92746238212504,1534.72718324998,0.826296806375014,3499.15162049993,1268.11923762483,3615.7779794999,114.118309940001,7.06509272250001,20.9153790562504,0.00143103912500008,0.35871569975,3.05829052737513,29.1311203537403,0.0146726495,3.5386275575,1.182929582625,0.230798484625,0.343966859749885,0.0715271000000001
"30","B46",3.89157642712496,2.74919417875004,1445.70496649998,0.594869697500014,3900.05757012494,1084.31767262483,3277.3749352499,57.3986015512506,5.404096474125,20.5779189412504,0.00151614725000008,0.343400668375,2.00023132012514,22.4379635237403,0.0164928975,3.1824466875,2.0405321855,0.10945805325,0.372071214249886,0.0162525315
"31","B52",4.59782327362128,3.45117636342545,1489.54075360775,0.57032836001114,3119.11560048374,1262.17956863609,4005.0981009626,36.4957844020056,5.10963612875,21.3005922620698,0.00129349386418559,0.52017365925,1.7586439354905,33.9923409004979,0.0126749359973369,1.29032525,1.17603419089499,0.0907515164861544,0.290102910038958,0.0261641604129883
"32","B57",4.94628867974996,4.30493218900004,1573.01382312498,0.879352910125013,3289.98738399994,1257.25539312483,4830.0724587499,96.1913556100005,7.519903112125,21.7269301562504,0.00140863387500008,0.3104196365,2.41185042212513,23.1599633249903,0.019437719375,1.47656237175,1.721820853375,0.26510816575,0.486796029374886,0.026904884875
"33","B64",4.31147855124996,2.79161512150003,1361.62200462498,0.942277292250014,3780.06029324993,1359.61345337483,4614.6623708749,51.0046298525005,5.159774397875,18.1681322487504,0.00106778950000008,0.317317910625,2.64944060187514,23.6460388074903,0.013006826,1.717087131,1.92677127975,0.161480105125,0.250798515624886,0.025310062875
"34","B68",4.98024977887496,4.25133471975004,1350.46821149998,1.16990275525001,3729.03205299994,1355.94119874983,4585.7220792499,49.5085335587505,6.3383494745,15.1232721162504,0.00112774662500008,0.196374829625,2.13668549100014,20.3581230149903,0.016852648625,1.99062492925,2.10610536725,0.173652760375,0.305572000749886,0.02195010525
"35","B73",4.20461560797191,2.89974948576733,1192.14649486025,0.98124231247662,3103.07988619635,1154.83148282262,4244.15347421905,47.8123560624343,4.79749354954964,20.7067644068871,0.00121550087705335,0.203579275690798,1.55044603667737,23.6218717026163,0.0137676543661688,1.49674575125795,1.46493923806352,0.139086846200713,0.23037725613416,0.0173518506941397
"36","B73Htrhm",4.29442783474996,4.16754147862504,1137.28400687498,0.962762363625014,3051.97033149994,1153.30996449983,4322.0479498749,46.4438502237505,4.24799534925,19.8537247000004,0.00116119575000008,0.1882776725,1.43168875900014,22.2098007937403,0.0199529845,1.8208254625,1.867677900625,0.16564769875,0.217006334999886,0.01731923125
"37","B75",4.51388502399996,1.90375234150004,1501.24270874998,0.761578248625014,3192.82821162494,1341.94548062483,3988.8593727499,58.0246510150005,5.16034573675001,21.0002720500004,0.00138226187500008,0.21887296625,1.06628692337513,26.1614929799903,0.012491192875,1.32240017775,1.20067477675,0.134954841625,0.302596593624886,0.066658545875
"38","B76",4.15170610999996,2.83860302000004,1340.72627349998,0.709839462375013,3464.08005437494,1132.14118899983,3747.0674706249,60.1469637012505,5.674273421625,22.0207059987504,0.00121664650000008,0.4002205715,2.94788958575014,20.5874576349903,0.01367638425,1.039975212375,1.03823539325,0.166461013125,0.251447503624885,0.123006661375
"39","B77",4.80057732224996,1.64173212087504,1182.18805437498,0.827963730875014,3308.03901462493,1032.95070626233,4528.72897412491,57.9453597712505,5.00499512525,19.8881237600004,0.00125178600000008,0.2886069185,1.75775486737514,20.5989907899903,0.01320287225,0.9058839626375,2.0475993565,0.122565122375,0.325787412999886,0.0510448046250001
"40","B79",4.39718675587496,2.93176299075003,1537.27149799998,0.783528658125014,3646.71547324994,1251.47345737483,3989.2917404999,80.1512876600005,6.41609987962501,18.3859661725004,0.00126581737500008,0.205727558875,2.04344675175014,22.5920759824903,0.0144788985,1.77552479775,1.69961571425,0.234745806125,0.300020660874886,0.014365750125
"41","B84",4.74087111612495,2.43224714012504,1199.63537724998,0.882325938750014,2911.84633649993,1207.04699918733,4280.3565772499,48.9437454150005,6.66060041362501,20.2310136725004,0.00132041162500008,0.255044261625,0.751585163125136,23.9925238349903,0.015837005125,1.169610205125,1.44592570925,0.0822917432499998,0.268914351499886,0.026701623125
"42","B97",3.88725552224996,2.55552942237504,1327.51584637498,0.515278878875014,3024.00667749993,963.10916839983,3182.8449282499,69.0317384725005,6.367730432625,18.6174945087504,0.00111261787500008,0.198138207125,1.75363859525014,22.7170320624903,0.01073316025,2.632705850125,1.314576044125,0.14723575725,0.344272222499886,0.014762937875
"43","C103",4.41988007637496,1.92826735437504,1237.39460374998,0.621565897250014,3758.69432824994,1052.77051689983,3893.1047981249,60.7817143350005,5.56021951825,20.8442848612504,0.00199453812500008,0.169611541,2.45139899437513,20.9537631937403,0.017026605375,2.909456630625,1.53841793375,0.0945955283749997,0.373482770624885,0.055572684875
"44","C123",4.23122653912128,4.70051008167545,903.135222582754,0.98521247151114,3279.62356473374,1046.22976941109,5005.33512796261,60.6196165695055,3.046458916,16.3062684395698,0.00195126711418559,0.39093592275,1.7347563322405,18.3925360404978,0.0178553912473369,1.0042384365,1.61255310964499,0.208764782486154,0.249984577538958,0.0778556261629883
"45","C49A",4.58494759599995,4.87629264275004,1655.07872787498,0.645361911125014,3960.80826874993,1421.76447287483,4524.1498568749,50.7110230087505,6.71898821362501,30.0792539462504,0.00191737075000008,0.637405129625001,2.99278817512513,30.3586632462403,0.0175448405,1.695660474125,1.300567109125,0.13706275525,0.407025726624885,0.032656550125
"46","CH701-30",4.87589485662496,2.39353378637504,1816.60036637498,0.725125830875014,4134.73326712494,1183.40923137483,4001.62600087491,71.9460859987505,9.54103323775001,26.8597133350004,0.00133224325000008,0.52483251625,1.45987837062514,33.6668397699903,0.01201738325,1.178813222125,1.123119823375,0.136711535375,0.422858600374885,0.0227265135
"47","CH9",3.64173640737864,2.47728100607462,1314.6196243922,0.583649683488888,3571.38747126613,1123.80370536357,4093.2257237872,43.4189080679955,5.33068412149999,16.660231312931,0.00126288288581456,0.229119737,1.05437249975977,21.4737172819828,0.0114952905026632,1.92050685425,2.326103968105,0.114629610013845,0.196303419710813,0.0129906193370118
"48","CI.7",4.45649725512496,3.12984430912504,1470.19659974998,0.736029161000014,3076.84420087494,1043.12511792483,3512.7522089999,50.3663238950005,9.12950643625001,19.8894671137504,0.00131982387500008,0.444264160875,1.81826505775014,22.6566751887403,0.014952168,1.8143814095,1.679842283625,0.145894302625,0.200785427124885,0.01754501125
"49","CI187-2",4.04342181812496,2.61023302062504,1556.51003124998,0.732778578750014,2956.21739512494,972.03806107483,3340.8264913749,40.2234553037505,6.2190400285,23.0873884862504,0.00104626262500008,0.178916518375,2.55230890287514,25.9088926424903,0.014934208125,3.95818234375,1.788897984,0.0836196609999998,0.269664786249886,0.0197055615
"50","CI21E",3.62501470537496,2.86273572025004,1412.14288824998,0.698738327625015,2855.18033174994,1123.45169099983,3067.1776708749,49.3804504425005,5.55548417537499,19.8121211537504,0.00142156237500008,0.23291882575,2.41805095887513,25.5386156412403,0.013236655875,1.31989986,1.221923989375,0.145273965375,0.223142860249885,0.017872311375
"51","CI28A",3.22629587312128,1.61681662967545,1363.70910960775,0.586424769011141,3268.97700348374,892.169432236087,3111.4882347126,30.4137234270055,6.95520606750001,26.8624852520698,0.0184614553641856,0.0554344430000001,1.8670823642405,21.5494918404978,0.0106908687473369,1.07159097525,1.10487018089499,0.0650847844861546,0.192603271788958,0.0237766116629883
"52","CI31A",3.70007959874996,3.99488681662504,1351.65782849998,0.827125018125014,3619.35573324994,1170.65421962483,3740.6032803749,60.2208581050005,5.84723113800002,27.7253356312504,0.00104709500000008,0.192671641375,2.33155368500013,16.3276073149903,0.013103189125,1.036926661875,3.21333969775,0.114734097375,0.298648272874885,0.016015691625
"53","CI3A",3.87438914712128,6.52814301892545,1239.66500485775,1.28225622251114,3690.07826223374,1387.16643388609,4593.6973472126,108.817159164506,4.32084555675,23.8044199570698,0.00184279761418559,0.203823985,2.3787651964905,23.8887131929979,0.0236217352473369,1.61426175925,2.896654520895,0.285104546736154,0.509491038288958,0.0316081171629883
"54","CI64",4.23508401574996,1.94474400100004,1303.19927574998,0.716432515625014,3407.95469037494,1148.48900062483,3313.6403802499,44.9152163162505,5.468723970625,13.7196188425004,0.00146274175000008,0.23745438975,1.16303898962514,18.5243672987403,0.01460868875,53.3096406665,1.781447410875,0.1008728795,0.459528778124885,0.021922885625
"55","CI66",3.65185571087128,2.39105277392545,1668.41936460775,0.94150757276114,3678.01610423374,1261.00728988609,4129.0553074626,31.7799155295055,7.3020609055,26.0119077170698,0.00145608086418559,0.25366866525,1.4637217654905,21.2523012204978,0.00942132324733688,1.01323405975,2.12566359814499,0.0716949657361545,0.241197395788958,0.0160679709129883
"56","CI90C",3.81596304162128,2.77485415342545,1273.77981785775,1.04655883301114,3210.47512198374,1183.95060313609,3697.7082434626,68.1130783420055,6.2255721105,19.2394930820698,0.00203605636418559,0.170888169,1.9192452062405,23.3920333829979,0.0233435107473369,1.48150765525,1.03134134889499,0.143347730986154,0.440842031038958,0.0303480259129883
"57","CI91B",4.87509833037128,7.51708752042545,1280.20723510775,1.31728951976114,3597.00285873374,1173.46121263609,4692.75587046261,77.0718493245055,5.327291894,20.3400233245698,0.00228115511418559,0.23625335625,2.9259351202405,20.9193269929978,0.0235074352473369,1.47023125825,2.96751901414499,0.171822493236154,0.324436350788959,0.0293850181629883
"58","CM105",4.50552861049996,2.01383975412504,1455.69091362498,0.722388418750014,3648.26112262494,1214.26121237483,3735.11732474991,39.5714831025005,6.104508792875,19.2102440162504,0.00142445787500008,0.487373606125,1.79548205625014,19.7242370874903,0.01801399275,1.26066136175,0.689578523625,0.0790074074999998,0.372775273374885,0.028940550875
"59","CM174",4.51916793512128,3.93821381192545,1482.92883635775,0.727630537011141,4258.03221923375,1284.27201213609,3772.7144247126,37.4657836670056,7.37533470600001,20.1724995145698,0.0021866591141856,0.21666889825,1.4277626774905,21.3284800629978,0.0137371832473369,0.9707177525,1.59065638764499,0.108926115236155,0.209909831288958,0.0157442844129883
"60","CM37",3.87716898724996,2.60380701612504,1497.00845587498,0.501988602000013,3846.36497624994,1238.36044349983,4111.3386331249,41.7671826950005,4.99451793675001,21.0885940900004,0.000895417875000077,0.11163548575,2.69901551287514,30.1995007937403,0.011101057,1.396664063625,0.803826203249999,0.0930169696249998,0.369348966749886,0.01121429775
"61","CM7",4.14850968149996,2.47074743087504,1484.68468524998,0.675381427375014,3871.44746112494,1225.97850474983,4604.45642049991,36.6259462712505,5.584781183,21.5503953637504,0.00140299625000008,0.29049747825,2.36338878237514,25.3799971987403,0.015944567625,1.541430506625,1.602471790125,0.0920862752499997,0.427400669499886,0.02368068775
"62","CML103",4.00288093849996,2.86405873550004,1389.31838612498,0.748298426125014,3663.66246337494,1203.62421749983,4193.1251841249,68.2368594637505,6.874281951625,23.9107136025004,0.00114982475000008,0.208300646125,2.04553942025014,31.8557856849903,0.013070649125,1.6758244575,1.6817023515,0.1334180275,0.101633119999885,0.01933359025
"63","CML108",3.77958379037128,2.14957642017545,1411.22156985775,0.60770562376114,3684.94911023374,1201.63992313609,4214.4969037126,59.6888866395056,4.312890631,21.6203388445698,0.00110048511418559,0.13441136075,1.4895312554905,23.4955630129979,0.0125834774973369,0.98511538075,2.16821268464499,0.183436498236155,0.119538120788958,0.0153522929129883
"64","CML11",3.82594545699996,2.98825280912504,1231.69674999998,0.631822032250014,2734.16361537494,1014.01180814983,4391.36501774991,64.9209529412505,4.7300065325,14.1605440162504,0.00103724537500008,0.14330032325,1.21969552900014,15.7488289487403,0.016034136625,1.722554477,2.12806062775,0.14588823025,0.165550534874886,0.016218740625
"65","CML154Q",5.24156970828795,1.68960547875878,1664.62014969109,0.877966626344473,4228.78917165041,1269.28692488609,5809.72632704594,38.1155558170056,5.09134534366667,20.7819818145698,0.00216197528085226,2.094682085,1.93486759707383,28.0986054029978,0.0199708278306702,1.147681596,2.830954815895,0.0341635361528212,0.279697710205625,0.0230011324129882
"66","CML157Q",4.22483095999996,4.28515792675004,1378.25262862498,0.815051765750014,3284.08468437494,1069.21738137483,3574.1634437499,87.7618465350005,6.73069409850001,16.2607104175004,0.00104345562500008,0.108358589125,1.18072737162514,23.7733195512403,0.015031451375,1.28128249375,1.128696792375,0.23226956575,0.0651218033748853,0.021547979375
"67","CML218",4.25011972374996,3.74246403525004,1548.06248424998,0.677831160000014,3254.20361587494,1241.28342224983,3338.7213416249,125.282861538751,9.70748013287499,27.2268219912504,0.00135190787500008,0.189113701875,1.14782206450014,21.6779626824903,0.01571196775,1.4396256405,1.584328646625,0.29851847575,0.236170777749885,0.02119438375
"68","CML220",3.84505728162496,2.08995979412504,1561.48439087498,0.666641007375014,3732.83093662493,1033.86110444983,3771.13286874991,74.5011190387505,3.48816473925,23.0974879812504,0.00150494350000008,0.206413972125,1.81328894775014,33.5919432962403,0.01176114075,1.84166177425,1.58127456925,0.135391717125,0.229005911499885,0.009694857
"69","CML238",4.39806976074996,2.33415913862504,1519.31851062498,0.583759323500014,3812.27550037494,1369.88803162483,5213.9439411249,97.6748448462505,7.95591344312501,19.9809159175004,0.00181747312500008,0.227324272625,1.18290698400014,22.4101594299903,0.013683499625,1.46272200275,1.953866536875,0.13318246925,0.176725313124885,0.021529493125
"70","CML247",4.24336058662496,2.52142722550004,1346.37131949998,0.924164148000014,3582.49135574993,1094.63160312483,5143.49640199991,100.10995683625,5.88318653062501,14.9362627025004,0.00175845875000008,0.472801177875,1.88777757125014,28.5958634874903,0.019545864875,1.704304864,4.2053131155,0.159966020875,0.206985793124885,0.024066415875
"71","CML311",5.12975922199996,3.98321360962504,1406.36525087498,0.837537439125014,3984.75562324994,1197.76939037483,4815.0243184999,146.454241625001,5.6590438155,19.6440790200004,0.00190047087500008,0.372527943875001,3.16736917037513,25.6917040624904,0.02174915925,1.813741218125,4.02999831024999,0.320556628125,0.111149843249886,0.020337989125
"72","CML314",3.86368433887496,2.75264693512504,1295.01788746248,0.773320794125013,3300.14874837493,1124.70197137483,3536.54399687491,51.6294765437505,6.263661446125,20.1362984287504,0.00112142800000008,0.074037995125,2.09871042825014,25.5385579337403,0.01241592775,1.141909423375,1.384741446,0.139046975625,0.191231511999885,0.032219121625
"73","CML322",3.79948907249996,2.94251166500004,1270.98607987498,3.15363108525002,3729.36943437494,1025.71942704983,3781.8345552499,72.6091276975005,5.47992099225,23.1548513500004,0.00120137250000008,0.28139513525,3.36267593125014,26.6009055937403,0.012756310875,2.198459926375,2.342504537625,0.1435381415,0.458532655499885,0.02163585775
"74","CML323",3.97419055087496,3.65875280512504,1507.01336362498,0.905170658375014,3645.28065749994,1309.82910374983,4164.05284837491,84.0435650462505,6.7483560515,26.4163235725004,0.00198684525000008,0.352540653,0.851223812875135,23.5995556862403,0.014383277875,2.05987911425,2.034570836875,0.224443906625,0.135932575124886,0.0257063995
"75","CML331",3.81040338087863,1.92185723632462,1509.4324488922,1.14428277448889,2873.59574376613,1198.62058286357,3154.7741962872,47.4065849329955,5.53875802675,15.177205137931,0.000787917885814563,0.271886702,1.28322527775977,18.0234621344828,0.0133778287526632,5.2171001035,1.764757911355,0.088515959763845,0.193907372210813,0.0207618508370118
"76","CML332",5.04549764137496,3.58960483962504,1328.73405277498,1.11375367187501,3882.73464987494,1051.22898728733,4604.6880712499,104.37494873625,6.63957525375,25.7660411875004,0.00151852637500008,0.239814262875,1.94156949900014,28.0487492562403,0.01672907875,1.581205700875,1.656686157125,0.34587517075,0.340337369124885,0.019386858875
"77","CML333",4.32492399512128,2.94204715792545,1467.65445835775,0.84301663951114,3662.22848448374,1215.92332488609,4558.5403722126,71.2769266820055,5.3140418365,29.6669101845698,0.0014575008641856,0.411347443,3.2079346617405,34.9699785929978,0.0146880129973369,0.9764564685,3.13366684864499,0.253788307986154,0.272769459788958,0.0232484251629882
"78","CML52",3.63136349362863,2.21335237157462,1355.8125311422,1.00416728123889,2896.78481826613,922.017900488572,3256.8197710372,45.1336495004954,5.6793340365,19.582242772931,0.00114727463581456,0.31988331175,1.11789578075977,17.1838532594828,0.0164754785026632,2.949428016,2.713415937105,0.119354519513845,0.175384045960813,0.0305429483370118
"79","CML91",3.96323540312496,2.40639701387504,1466.44830449998,0.667277939125013,3349.16709162494,1205.14038487483,3904.9735647499,56.6791592362505,7.49710112149999,19.0487428162504,0.00142051100000008,0.150965209125,1.27092738137514,24.5001783912403,0.013320461875,1.04298907025,1.59705612825,0.132513998375,0.0885985719998854,0.024857664125
"80","CML92",3.83179309387496,2.86435372575004,1065.06547487498,0.676459096375014,3276.32065537493,1269.97993987483,4858.5170063749,73.3904815162505,4.765405356,20.2547239150004,0.00111467775000008,0.22970201725,1.12499655575014,21.5639967112403,0.0144996615,1.0228927975,1.357407428125,0.20407979775,0.190986167624886,0.014916218
